,carrier,sentiment,polarity,churn_likeliness,text,clf_text
56396,att tmobile,neu,0,0,"I am definitely going that way for new cell service. And I’m switching to @YouTubeTV and @Philo for TV. Happy to be dropping this garbage. Absolutely unethical company.… https://t.co/kGTHEBdvUa""",i am definitely going that way for new cell service and i m switching to and for tv happy to be dropping this garbage absolutely unethical company
56412,att tmobile,pos,0.35,1,"lmao __ that was epic they say DM them then they don’t answer or assist you smh. I was thinking __ about switching to T Mobile.… https://t.co/eXBXiH4Kh1""",lmao that was epic they say dm them then they don t answer or assist you smh i was thinking about switching to t mobile
56617,att tmobile,neu,0,0,You are bullshiter,you are bullshiter running from a limo i called your entire company no one would help me to give a girl in foster care even a phone
,,,,,Running from a limo,
,,,,,,
,,,,,I called your entire company,
,,,,,,
,,,,,"No one would help me to give a girl in foster care even a phone… https://t.co/0vqDg6UhuW""",
56884,att tmobile,neu,0,0,"RJH, some think they are intentionally sinking the ship. They truly don’t care. They are the epitome of #ProfitsOverPeople. https://t.co/a8zbyJW5dl… https://t.co/CoRgMpl4hk""",rjh some think they are intentionally sinking the ship they truly don t care they are the epitome of
56971,att tmobile,neu,0,0,"No sell needed here! Your customer support is head and tails over @ATT / @ATTHelp and you have the best veterans discount around! Been recommending you all day to people fleeing the dumpster fire that is ATT. Looking forward to the switch!… https://t.co/I6mIUpxiUe""",no sell needed here your customer support is head and tails over @att @atthelp and you have the best veterans discount around been recommending you all day to people fleeing the dumpster fire that is att looking forward to the switch
56985,att tmobile,pos,0.45,0,@ChrisSmithMusic @ATT @TMobile I called @TMobile the day I closed on my house 2.5 years ago and it was the best move I ever made,@att @tmobile i called @tmobile the day i closed on my house years ago and it was the best move i ever made
56991,att tmobile,neg,-0.195238095,1,@jstjohn83 @ATT @TMobile Smart move leaving. @ATT just gets worse and worse. Garbage company.,@att @tmobile smart move leaving @att just gets worse and worse garbage company
57114,att tmobile,pos,0.5,0,A friend said that @googlefi might be better than @ATT. I use it. Check coverage for @TMobile & @sprint since Google Fi uses those networks. ,a friend said that might be better than @att i use it check coverage for @tmobile since google fi uses those networks so a referral code to get a credit when you join google fi redeem it at
,,,,,,
,,,,,"So, here's a referral code 2C0CHA to get a $20 credit when you join Google Fi! Redeem it at https://t.co/wusJcdHORk""",
57343,att tmobile,pos,0.083333333,1,"I’m finally leaving @ATT and going back to @TMobile it’s all @DIRECTV fault I ever switched in the first place. 4 yrs of over paying for shitty service and expensive rate plans!… https://t.co/AEoBkCJYKX""",i m finally leaving @att and going back to @tmobile it s all fault i ever switched in the first place yrs of over paying for shitty service and expensive rate plans
62326,att tmobile,neu,0,0,@ATTHelp @kellylintz It was SUPPOSED to be low cost because we were ATT cell subscribers. TMobile subs got Hulu and… https://t.co/A9XtSa7qkW,@atthelp it was supposed to be low cost because we were att cell subscribers tmobile subs got hulu and
63911,att tmobile,neu,0,0,"The big 4, @TMobile, @VZWSupport, @sprint & @ATT should have their customers pronouns saved in their systems. Nothing is more annoying & insulting when calling your carrier and they call you a Mam’ instead of Mr. -An old lady when you’re a middle aged man #GenderPronouns #Pronoun""",the big @tmobile @att should have their customers pronouns saved in their systems nothing is more annoying insulting when calling your carrier and they call you a mam instead of mr an old lady when you re a middle aged man
64471,att tmobile,neu,0,1,"Well @ATT tried to tell me they would give me $1800 to switch back from @TMobile yet 2.5 years ago they were $900 higher so in two years I’d have to switch back and I’d be breaking even. I don’t think so.""",well @att tried to tell me they would give me to switch back from @tmobile yet years ago they were higher so in two years i d have to switch back and i d be breaking even i don t think so
65147,att tmobile,neu,0,1,"Hey Celeste, fellow vet & outbound ATT customer here. Been looking into it & @TMobile actually has the best vet discount on the market at the moment! Check out the details, but quick summary: You could get 4 unlimited lines for $100 all taxes & fees included. With Free Netflix!… https://t.co/uDAxn6YC0i""",hey celeste fellow vet outbound att customer here been looking into it @tmobile actually has the best vet discount on the market at the moment check out the details but quick summary you could get unlimited lines for all taxes fees included with free netflix
65216,att tmobile,neu,0,1,@Cellie_23 @ATT @DIRECTV @TMobile @ATT / @ATTHelp is a garbage company. Abandon ship.,@att @tmobile @att @atthelp is a garbage company abandon ship
65250,att tmobile,neu,0,1,"I’ve been w/ @ATT 18 yrs. Was a full time employee of Cingular Wireless & worked there when @ATTHelp bought them. I’m dropping their internet, mobile, & TV services. Have had a front row seat for the decline for 2 decades now. They were industry leaders, now industry jokes.… https://t.co/0B9tSjhoGm""",i ve been w @att yrs was a full time employee of cingular wireless worked there when @atthelp bought them i m dropping their internet mobile tv services have had a front row seat for the decline for decades now they were industry leaders now industry jokes
65465,att tmobile,neg,-1,1,RT @andtf17: .@JohnLegere  how do I convince my dad to switch to @TMobile because @ATT is terrible ____,rt how do i convince my dad to switch to @tmobile because @att is terrible
65552,att tmobile,neg,-1,1,.@JohnLegere  how do I convince my dad to switch to @TMobile because @ATT is terrible ____,how do i convince my dad to switch to @tmobile because @att is terrible
65570,att tmobile,pos,0.6,0,"@JohnLegere 5 lines and 2 watches from @ATT to @TMobile  Jay in Butler, NJ store was awesome. Wants to be an engineer. You should help him with that ;-)""",lines and watches from @att to @tmobile jay in butler nj store was awesome wants to be an engineer you should help him with that
65739,att tmobile,pos,0.4,0,"@JohnLegere @ATT @TMobile Now, if they could only get reliable coverage here in the US it would be great...",@att @tmobile now if they could only get reliable coverage here in the us it would be great
66037,att tmobile,neu,0,0,"Apple iPhone 5c  8Gb,16GB ,32Gb    Factory GSM Unlocked Att Tmobile 4G LTE Click now $48.97 https://t.co/2LqJixMBMC… """,apple iphone factory gsm unlocked att tmobile lte click now
66073,att tmobile,pos,0.088888889,1,@MrLeonardKim Now if only they'd install a cell tower near me where I would get a decent signal i'd switch to @TMobile from ATT,now if only install a cell tower near me where i would get a decent signal switch to @tmobile from att
66088,att tmobile,neu,0,0,@JohnLegere @ATT @TMobile Yes !! Go Tmobile !!,@att @tmobile yes go tmobile
66330,att tmobile,neg,-0.4,0,@JohnLegere @ATT @TMobile AT&amp;T just doesn’t wanna fuck with people on the Virgin Islands,@att @tmobile at t just doesn t wanna fuck with people on the virgin islands
66368,att tmobile,pos,0.55,0,@DarlaShine @ATT Go to @TMobile they're great! Been with @TMobileBusiness since early 2000,@att go to @tmobile great been with @tmobilebusiness since early
66377,att tmobile,pos,0.233333333,1,"RT @mn6824: @DarlaShine @ATT Switch to @TMobile, they actually support active duty military with amazing deals and have great customer serv…",rt @att switch to @tmobile they actually support active duty military with amazing deals and have great customer serv
66700,att tmobile,neu,0,0,RT @JohnLegere: Running to a meeting in #NYC and just wanted to say...@TMobile and I __ Puerto Rico ____ and always will (I like @ATT ) . Tha…,rt running to a meeting in and just wanted to say @tmobile and i puerto rico and always will i like @att tha
66894,att tmobile,pos,1,0,@theministrydad @JohnLegere @TMobile We like ATT because they have the best network when Alabama plays.,@tmobile we like att because they have the best network when alabama plays
67869,att tmobile,neu,0,0,RT @miamiprodigy: @ChrisSmithMusic @ATTHelp @ATT @TMobile @YouTubeTV @PhiloTV @disneyplus @HBO @JohnLegere This video explains how I feel a…,rt @atthelp @att @tmobile this video explains how i feel a
67877,att tmobile,pos,0.142857143,1,Dear @ATT  y’all need to fix your service in the 941 y’all out here acting like @TMobile  get right __,dear @att y all need to fix your service in the y all out here acting like @tmobile get right
67987,att tmobile,pos,0.4,1,"Thinking of leaving @att and perhaps going with @verizonwireless since @tmobile does not currently offer great coverage where I live, wonder if @verizonwireless can match or give me a better deal than @att?""",thinking of leaving @att and perhaps going with @verizonwireless since @tmobile does not currently offer great coverage where i live wonder if @verizonwireless can match or give me a better deal than @att
68542,att tmobile,pos,0.458333333,0,@nickjonas @TMobile Id be more excited about the confetti. Glad I have @ATT,@tmobile id be more excited about the confetti glad i have @att
68716,att tmobile,neg,-0.35,0,"@JohnLegere @ATT @TMobile Sorry John, you’re money is wasted with @jack on @Twitter  I have to block this promoted… https://t.co/RT9Enh0FtJ",@att @tmobile sorry john you re money is wasted with on i have to block this promoted
69079,att tmobile,neu,0,1,Dassit. I’m not paying my phone bill anymore! @ATT y’all can go ahead and turn this jawn off cause y’all FOUL! I’m going back to @TMobile,dassit i m not paying my phone bill anymore @att y all can go ahead and turn this jawn off cause y all foul i m going back to @tmobile
69434,att tmobile,neu,0,0,"“DM us...” These fools don’t get it. At all. They have so many costumers that losing a few over pricing or programming isn’t a real concern I guess. They say their costs are rising, but so are the size of their corporation and share price. $$$… https://t.co/c7mYlQS91U""",dm us these fools don t get it at all they have so many costumers that losing a few over pricing or programming isn t a real concern i guess they say their costs are rising but so are the size of their corporation and share price
69837,att tmobile,pos,0.025,1,@ATT thanks for leaving PR behind!! Today I switch to @TMobile  hopefully they will provide a better service than you.,@att thanks for leaving pr behind today i switch to @tmobile hopefully they will provide a better service than you
69942,att tmobile,neu,0,0,"This video explains how I feel about @ATT. Your going to lose a loyal customer because of your greed.… https://t.co/bd8iTqNjIs""",this video explains how i feel about @att your going to lose a loyal customer because of your greed
70435,att tmobile,neu,0,0,@javieralaw @JohnLegere @ATT @TMobile International*,@att @tmobile international
